id,date,value,x,y
124619,26/06/2017,17603.0,46.227638,2.213749
124621,26/06/2017,40.0,62.27864750000001,12.3401709
124622,26/06/2017,51.0,55.6760968,12.5683372
124937,26/06/2017,7823.0,46.5613135,6.536765
124936,26/06/2017,5118.0,46.5196535,6.6322734
124623,25/06/2017,864.0,20.593684,78.96288
124228,25/06/2017,1921.0,47.3444474,7.143060800000001
124229,25/06/2017,142.0,47.2782749,7.371665600000001
124230,25/06/2017,11463.0,37.9161636,-81.0975397
124231,25/06/2017,64.0,22.396428,114.109497
124234,25/06/2017,29.0,8.537981,-80.782127
124233,25/06/2017,11463.0,37.9161636,-81.0975397
124624,25/06/2017,236.0,46.1049798,7.075533399999999
124625,25/06/2017,2546.0,46.9751954,6.771554999999999
124226,25/06/2017,682.0,46.331734,8.800452900000002
124235,24/06/2017,5118.0,46.5196535,6.6322734
